,SKIDCURR,Predict,Proba
115,225958,0,0.0397127799115672
116,115966,0,0.03291624613420216
117,349943,0,0.03607571861719018
118,160571,0,0.025467314442225983
119,215884,0,0.014976012654444398
120,216374,0,0.07654251482882685
121,199841,0,0.01906515118921425
122,354375,0,0.08997660798413275
123,370829,0,0.03201915123284106
124,300209,0,0.07805178385608322
125,331812,0,0.04748600599517926
126,417577,0,0.07143199475993091
127,437294,0,0.08696280197508661
128,157986,0,0.07078836724676886
129,425527,0,0.04332076853737999
130,142651,0,0.25754944246925815
131,374453,0,0.07212541074164791
132,387165,0,0.06422149893449325
133,125477,0,0.021455868748077086
134,316273,0,0.04216283218588202
135,420230,0,0.032811525413942354
136,363263,0,0.2636055212268634
137,170935,0,0.021145546962674032
138,409856,0,0.06769438668451494
139,199843,0,0.05667152446559006
140,256652,0,0.02008042078835764
141,455723,0,0.01106512478170329
142,147358,0,0.06609649501087984
143,405278,0,0.11230828457812143
144,402063,0,0.04688958926718381
145,236972,0,0.09146344681778797
146,278293,0,0.1380966201951574
147,232115,0,0.13340202423790337
148,109547,0,0.10185366069565933
149,364085,0,0.02025983377650462
150,142344,0,0.16804277040462892
151,288534,0,0.05796166224453143
152,230897,0,0.03470071321396148
153,236603,0,0.019815735013561073
154,419380,0,0.13765304291446487
155,216946,0,0.08775154570703544
156,315605,0,0.056128292187273415
157,355211,0,0.017243261147411718
158,246600,0,0.12890511017764997
159,335859,0,0.030125084482767885
160,415803,0,0.0694251800627401
161,385834,0,0.10119269070341116
162,218584,0,0.3849784820996985
163,269710,0,0.024301104027612107
164,342343,0,0.07812075166441096
165,227350,0,0.014695873358720753
166,450965,0,0.034755598496962616
167,322873,0,0.03837527205541759
168,445519,0,0.03009176554814365
169,404755,0,0.034608682506825535
170,324873,0,0.026619469445228736
171,242061,0,0.11816896213734154
172,159325,0,0.034684847131492454
173,377179,0,0.17610904136739303
174,280087,0,0.08271891525000469
175,392737,0,0.012716620334199796
176,287967,0,0.026158977508037033
177,261246,0,0.025233880470858644
178,367891,0,0.011463068236660543
179,288056,0,0.13967301899460127
180,349264,0,0.03151675121812803
181,261486,0,0.020122246708256693
182,164311,0,0.07945246504710857
183,129763,0,0.04701813383312681
184,115193,0,0.0868143934235632
185,433556,0,0.08778969077194221
186,211638,0,0.3116138145843341
187,321867,0,0.0677473713056632
188,163837,0,0.06892002637485829
189,279584,0,0.04432663024624147
190,102613,0,0.01964660804079982
191,374898,0,0.1121888927244609
192,105199,0,0.03707579322038408
193,439301,0,0.2740558257938653
194,322601,0,0.022875636128395917
195,236261,0,0.037890539870245155
196,122995,0,0.35762964569630373
197,176718,0,0.08998615752631264
198,215203,0,0.030368360406748562
199,101770,0,0.07232113597398981
200,263022,0,0.1245802429951391
201,229722,0,0.1511754624863633
202,405093,0,0.060323516764126416
203,430812,0,0.04020334018852146
204,121679,0,0.060761062774541526
205,263545,0,0.030909320869583107
206,398804,0,0.01709309837921412
207,121845,0,0.23938735808703884
208,363005,0,0.20810753553260378
209,188805,0,0.07604901033581961
210,289917,0,0.06610337499413378
211,385545,0,0.05183609303987352
212,360044,0,0.13941920936114843
213,432658,0,0.0748391247082833
214,172506,0,0.21880637704394088
215,393810,0,0.027647714572909973
216,423830,0,0.41203617544464355
217,179090,0,0.3190445962280955
218,345934,0,0.031528175579623556
219,243284,0,0.10956167295953378
220,341751,0,0.037269429597491646
221,184583,0,0.0735196367602763
222,120884,0,0.0987199745251637
223,417826,0,0.12520303689754553
224,146333,0,0.18944571354429934
225,212425,0,0.03959093593959347
226,125862,0,0.027055238845957147
227,272594,0,0.034879088425843766
228,329962,0,0.0533670325106797
229,449765,0,0.0973785811938582
230,223655,0,0.051032852919756524
231,146406,0,0.1718796880509854
232,242327,0,0.03193139978875733
233,122643,0,0.056596032732737694
234,103018,0,0.09095005553892535
235,240592,0,0.1271551746865509
236,158857,0,0.08241494499569223
237,205138,0,0.10271764501562917
238,300563,0,0.1006370215323394
239,166806,0,0.050969416809314376
240,450707,0,0.11787731896846301
241,360457,0,0.018825614129730817
242,378970,0,0.10700714295607844
243,388690,0,0.04589860906231666
244,294771,0,0.023882717781657854
245,100214,0,0.09192851948225737
246,331742,0,0.03663965946825184
247,135103,0,0.011861669906431479
248,266507,0,0.040184708255008764
249,269288,0,0.0941724188005173
250,277930,0,0.06206529057700361
251,232245,0,0.029515105684091127
252,435659,0,0.10927688439786752
253,175272,0,0.09088973068576602
254,443801,0,0.15125090831968982
255,180760,0,0.1834847971284643
256,331690,0,0.18651491627373398
257,359899,0,0.25178417922461166
258,349039,0,0.029595612829073345
259,257927,0,0.1727024549898094
260,229937,0,0.05029130747638323
261,266975,0,0.0983808987191256
262,413002,0,0.03415156006578784
263,166000,0,0.2258474500235562
264,194789,0,0.033603777045591546
265,245060,0,0.03356538024321501
266,170406,0,0.06399014072077655
267,438326,0,0.07599930692586888
268,257540,0,0.14928241365796063
269,215132,0,0.02011822333855969
270,170623,0,0.04667516692865035
271,142904,0,0.049093805962712095
272,230682,0,0.06974830692400054
273,267149,0,0.04274822328717883
274,237677,0,0.10486287601867895
275,427056,0,0.024974546932606975
276,451313,0,0.2632544373611832
277,326939,0,0.07724750449996905
278,343306,0,0.0964318273272197
279,312375,0,0.07109917716199293
280,239070,0,0.017189149452800975
281,295249,0,0.07307073308368377
282,275068,0,0.04245113581760396
283,218242,0,0.05684669337439573
284,328308,0,0.013275506955661057
285,330505,0,0.01762399091785075
286,198250,0,0.0828426298933695
287,262326,0,0.018964856069260613
288,301675,0,0.07290469636732011
289,202269,0,0.0686556870894536
290,287328,0,0.11378158886200845
291,436938,0,0.032034221925538585
292,422093,0,0.05490190696232983
293,178490,0,0.05356338196739138
294,258092,0,0.05437781634867751
295,332368,0,0.06286847510336549
296,297902,0,0.022618139729639997
297,255103,0,0.03153835942204527
298,268102,0,0.03540630545460396
299,382422,0,0.036157564276435995
300,188922,0,0.10151805504594066
301,261393,0,0.12400296041873385
302,114106,0,0.029394683453473576
303,417780,0,0.02577734882046356
304,231463,0,0.06311889792250816
305,298088,0,0.037764803434143374
306,425712,0,0.01987198136271146
307,206890,0,0.08128865594525451
308,395399,0,0.01862369698669345
309,377742,0,0.025761781660978006
310,189856,0,0.042118276333350156
311,109334,0,0.051113598865694526
312,171451,0,0.1987602286123366
313,251456,0,0.11967931349302648
314,174981,0,0.02704236897330235
315,209363,0,0.031038740790973404
316,299709,0,0.011769801250934964
317,335939,0,0.05824298783123463
318,221294,0,0.1844105834421609
319,430756,0,0.18297333997130863
320,232299,0,0.03816404586080182
321,416952,0,0.05825683657219089
322,297118,0,0.03597013608857856
323,349751,0,0.06769241197240698
324,217081,0,0.05783850528875272
325,265360,0,0.07534740959957621
326,252279,0,0.071144519182325
327,244970,0,0.23379119956547703
328,355778,0,0.029983462655110198
329,440099,0,0.12384545222141241
330,240478,0,0.06719488551357891
331,162856,0,0.05465618649724013
332,430123,0,0.0791497884903256
333,388650,0,0.019550012600013555
334,249369,0,0.16518555832792975
335,359566,0,0.013978022704904646
336,314873,0,0.03679546739838741
337,347023,0,0.06446852078393306
338,290899,0,0.10433490784185209
339,253040,0,0.108152209364649
340,450684,0,0.03875972770052752
341,399826,0,0.09635130687086693
342,324880,0,0.12360002975276937
343,311247,0,0.32764133657170547
344,378889,0,0.031885482402104474
345,185219,0,0.025411688297250195
346,100665,0,0.20432036286116315
347,205338,0,0.2723258684846607
348,447474,0,0.07060444348736535
349,274217,0,0.3248242837540232
350,427203,0,0.25191156305167095
351,398848,0,0.04036892006908478
352,142398,0,0.031524395769019206
353,159477,0,0.05108943375145417
354,245868,0,0.03015524817890597
355,242862,0,0.07923885964615197
356,298911,0,0.06639768184775446
357,376930,0,0.03362156525951726
358,154939,0,0.033682200869303916
359,454203,0,0.17519603442535342
360,207858,0,0.15922560380284986
361,372108,0,0.009559465142433351
362,263767,0,0.04056846172499033
363,174524,0,0.028567794349123304
364,446754,0,0.06931462238553045
365,401670,0,0.06076994293408471
366,340725,0,0.042001277954854324
367,420941,0,0.04355020653906492
368,104239,0,0.07363806896885018
369,448156,0,0.2927344824562254
370,456096,0,0.04291592027299582
371,263186,0,0.019564717779103857
372,112910,0,0.08835612548138289
373,212392,0,0.061807318914338404
374,417739,0,0.017726844778702653
375,143758,0,0.03790493831847411
376,175395,0,0.019944856014513436
377,391247,0,0.07557158497373476
378,129856,0,0.1294543246350066
379,294460,0,0.12462418963694345
380,197231,0,0.06970996728376268
381,321633,0,0.01655433002735131
382,156297,0,0.0446662069394488
383,393169,0,0.01634602696224419
384,411098,0,0.060001455595615594
385,271293,0,0.026465512769836847
386,188940,0,0.05460207697113289
387,232407,0,0.32820196485714986
388,345655,0,0.12448861239515302
389,306429,0,0.03397863728328959
390,445665,0,0.033617363656680596
391,104362,0,0.03198219348380731
392,157547,0,0.09142893308005495
393,309243,0,0.0240499274024172
394,196502,0,0.062346381816656686
395,319781,0,0.12466578628300055
396,122923,0,0.02076980634296856
397,103635,0,0.11959792966512406
398,181486,0,0.050883914243003356
399,372368,0,0.02352856687724332
400,439234,0,0.013280319172325342
401,350861,0,0.04423473433600169
402,172139,0,0.138096191941214
403,269626,0,0.0874666611572918
404,352578,0,0.02279436778258101
405,449779,0,0.012331903403671471
406,162649,0,0.16405361024821757
407,196548,0,0.02422115249990045
408,257492,0,0.12240272324959149
409,438062,0,0.040185495936958956
410,223881,0,0.031137396770382124
411,389766,0,0.05392651490532655
412,321461,0,0.03380870130570187
413,391391,0,0.3289774647753425
414,197542,0,0.14118781848758385
415,206550,0,0.0161719792943578
416,158631,0,0.027844214069456214
417,281236,0,0.2981267530728508
418,438850,0,0.034343114661566004
419,220634,0,0.015210604272070256
420,294002,0,0.10096288785391744
421,320551,0,0.043992367446773
422,449832,0,0.049384350735902006
423,207227,0,0.050775237021574764
424,313057,0,0.3720069544632373
425,440326,0,0.08342919739026788
426,421270,0,0.1809649500549585
427,232723,0,0.04983399008337886
428,419942,0,0.047313836543969326
429,114371,0,0.019414482628862518
430,178284,0,0.07191696771375046
431,144429,0,0.03750959879671751
432,130361,0,0.08673134747172388
433,172423,0,0.020329077615883956
434,163388,0,0.022634698695442764
435,302300,0,0.16676947431707564
436,200034,0,0.10192319905798371
437,241205,0,0.1826763246516141
438,239285,0,0.04696666468446823
439,329852,0,0.11890288816183235
440,272710,0,0.026079071087088634
441,292521,0,0.012933954110786641
442,155118,0,0.042669225293052594
443,125944,0,0.01769770105766453
444,406459,0,0.04233706193712107
445,272904,0,0.024591717559689936
446,398442,0,0.035088105550436004
447,268160,0,0.12989396755789323
448,114152,0,0.06591121551309158
449,218516,0,0.07887616818439587
450,413836,0,0.07303894402850401
451,116887,0,0.057470352140553474
452,171351,0,0.4151373993533763
453,278647,0,0.07086443598351325
454,226332,0,0.01223338460501712
455,272818,0,0.0674722569950545
456,427202,0,0.026719774421882184
457,139976,0,0.027874943317524298
458,340758,0,0.04728637940578047
459,325940,0,0.026601586948778712
460,311633,0,0.19999355047663644
461,141188,0,0.029236086862910685
462,411864,0,0.13871759290507701
463,393681,0,0.03239163551568441
464,242055,0,0.04973130510069418
465,291519,0,0.121055406564177
466,130300,0,0.05167486504464783
467,382034,0,0.033670656898262596
468,253360,0,0.1500321380039893
469,224724,0,0.046779636191717475
470,113180,0,0.054437327317833364
471,313205,0,0.09826789041613693
472,317660,0,0.03643452048697821
473,415176,0,0.17831128428151363
474,129570,0,0.08036147500183458
475,244754,0,0.07845229319737546
476,258411,0,0.07414980915905012
477,245905,0,0.08413491719676475
478,172459,0,0.11146491022510363
479,234026,0,0.046788435919138824
480,171990,0,0.04512708045382109
481,186645,0,0.024287497481415454
482,195964,0,0.12719827378762052
483,296880,0,0.06245878248773465
484,274376,0,0.009320297516058897
485,433467,0,0.08929638034992805
486,173926,0,0.16362385135662594
487,218696,0,0.024487041362062114
488,292905,0,0.061222071613134525
489,148190,0,0.0838183267732321
490,229954,0,0.04087818006201857
491,187252,0,0.1807127597617416
492,374005,0,0.052909646685092876
493,273347,0,0.020240754450897198
494,343750,0,0.13756118242849677
495,290499,0,0.04024561641790863
496,426503,0,0.015761265907644297
497,299782,0,0.029207554930312025
498,357893,0,0.041912269111072945
499,424140,0,0.12095715248272565
500,302381,0,0.15120664785677623
501,402962,0,0.2192205283027532
502,230815,0,0.1731877446087657
503,145072,0,0.08933175142175354
504,234989,0,0.01849369291465686
505,363646,0,0.07331322356164872
506,348335,0,0.19874481991342124
507,308471,0,0.019556935741089555
508,105300,0,0.14608962624681057
509,442844,0,0.12509866876532202
510,301099,0,0.040041134932357954
511,381404,0,0.047513610528369055
512,259579,0,0.028633946007046086
513,338139,0,0.07588814384011086
514,223508,0,0.1688977978429683
515,370100,0,0.0489534332162463
516,282597,0,0.10714713816634816
517,197218,0,0.12935890063820582
518,314236,0,0.2160306418834587
519,171569,0,0.05614472969985297
520,277758,0,0.11117445785246277
521,175551,0,0.02058454765537371
522,125320,0,0.023081996329210253
523,442441,0,0.2809857611446497
524,162063,0,0.026539296837803088
525,208010,0,0.03702179181619131
526,163346,0,0.054295084262641354
527,321031,0,0.035604191288134586
528,178137,0,0.02247631848788593
529,401339,0,0.05785685276081227
530,206033,0,0.02810649761686315
531,393420,0,0.015457752926407777
532,195639,0,0.09715892781593159
533,229128,0,0.05200216578677726
534,295511,0,0.27083022805902657
535,311689,0,0.027413329447079072
536,366755,0,0.05379453496075658
537,387246,0,0.025399107622231205
538,152315,0,0.3585920346364465
539,121019,0,0.06088092208274685
540,218978,0,0.023598110823411792
541,423777,0,0.01877000889081585
542,366251,0,0.02034800608256606
543,237907,0,0.10366289064645422
544,348147,0,0.018432306471142603
545,113807,0,0.06268390700751623
546,170699,0,0.027694710477029313
547,116797,0,0.0782638918106189
548,132984,0,0.034317635969394994
549,303063,0,0.08844501729074948
550,448756,0,0.10747539185414508
551,150260,0,0.031592462354500146
552,140449,0,0.08218255103081425
553,399265,0,0.03623685045760767
554,136596,0,0.10431411623208664
555,374984,0,0.008352075331792904
556,324605,0,0.05464051191548507
557,450417,0,0.029292476310688376
558,372531,0,0.0908309725875661
559,402328,0,0.023810253700666948
560,158775,0,0.06569758803872668
561,338430,0,0.4228239705756982
562,201672,0,0.24181475174697764
563,402360,0,0.06695806839443931
564,387959,0,0.020141946025618303
565,432364,0,0.2775661269397423
566,433521,0,0.11535072597889709
567,320286,0,0.022624245287189225
568,456143,0,0.3048407252136616
569,156635,0,0.07549344839780428
570,388329,0,0.4117429817621016
571,113348,0,0.05220208614382666
572,274637,0,0.07550269398853726
573,176546,0,0.0663748681029205
574,181572,0,0.05079668703201057
575,235248,0,0.06021125129036149
576,116339,0,0.032888562683876854
577,217620,0,0.2099678977225744
578,420417,0,0.04647231196990771
579,241550,0,0.1906983379780675
580,394014,0,0.050998716872873995
581,139612,0,0.439170820524735
582,415835,0,0.0243808047903065
583,300826,0,0.024721368538304082
584,189733,0,0.022559958716479152
585,260497,0,0.0276474196700135
586,339294,0,0.04459657320985817
587,353927,0,0.10203599128408532
588,244118,0,0.05244818026808671
589,137198,0,0.09841087143148845
590,444980,0,0.04566257227251517
591,320743,0,0.13818158648404352
592,152856,0,0.02826479815272682
593,281048,0,0.1545436462850494
594,407197,0,0.0498278903102487
595,155843,0,0.0886471194849641
596,273345,0,0.11981270404971606
597,181701,0,0.03442020746676425
598,221582,0,0.1431343976233072
599,296412,0,0.05861212598562911
600,229289,0,0.19984604518442542
601,242301,0,0.026263421398651975
602,258971,0,0.04216254386718495
603,339026,0,0.10571977106398102
604,440272,0,0.0973004165503905
605,251645,0,0.060439264265439795
606,178772,0,0.0605867636453776
607,314644,0,0.07799682063562471
608,381555,0,0.05351819157193047
609,246292,0,0.09906950181192037
610,368559,0,0.012092044050286311
611,204450,0,0.027098910592037694
612,431705,0,0.016010763502953947
613,407995,0,0.37092868809836926
614,415713,0,0.053458860951716994
615,154541,0,0.10631768570584244
616,124650,0,0.08445969540392925
617,396377,0,0.039666561337801276
618,150555,0,0.06592291930895755
619,258154,0,0.15174443254633052
620,243706,0,0.08444058791410784
621,445621,0,0.020808752460829937
622,441535,0,0.036891094406994986
623,391066,0,0.03737776306601481
624,245553,0,0.02771634096374239
625,250110,0,0.1276406719461354
626,377294,0,0.23132063277042178
627,255265,0,0.2451777823628165
628,361106,0,0.061017611044881494
629,184668,0,0.1296437098173827
630,155608,0,0.09408579838692731
631,380538,0,0.026363959526268636
632,143046,0,0.08494865686803187
633,283564,0,0.09534531882342163
634,102396,0,0.060482131498382774
635,390046,0,0.36172654940560334
636,348974,0,0.07596836589918012
637,196716,0,0.03176599305026875
638,260846,0,0.03791288472858144
639,336009,0,0.02885819002894771
640,432121,0,0.02157167386100288
641,106733,0,0.021693207913615096
642,189912,0,0.1890220681240126
643,181158,0,0.02710602021298977
644,190261,0,0.29356796428644416
645,431145,0,0.43446849596994996
646,397830,0,0.06450998070038115
647,194544,0,0.3115346563037385
648,212173,0,0.019706844251275796
649,131721,0,0.11991643573080189
650,401705,0,0.03701930043057823
651,211182,0,0.021527925874757842
652,450624,0,0.08565636775839493
653,365293,0,0.030374937837704067
654,268669,0,0.02254411509905503
655,265453,0,0.06541031937278946
656,361376,0,0.007462377962006281
657,372671,0,0.0386995393450502
658,198301,0,0.04261607268218119
659,201942,0,0.02314549682995224
660,234633,0,0.05429309296394488
661,225334,0,0.023981475226652126
662,153597,0,0.1222973958209126
663,382472,0,0.025397843773323794
664,294144,0,0.0329479086675584
665,330146,0,0.13862987488501693
666,254668,0,0.02797664068954926
667,167723,0,0.08367954806126188
668,451547,0,0.020330886179618406
669,247448,0,0.05748423653124237
670,276806,0,0.0878113021890774
671,242999,0,0.042022589845913526
672,121531,0,0.020266304284024334
673,217424,0,0.0379121220670333
674,169325,0,0.052634384890558474
675,165807,0,0.027858621367071797
676,427864,0,0.06316485465475598
677,409089,0,0.07817033163002811
678,339781,0,0.1086366241829823
679,242781,0,0.046563899775348354
680,270036,0,0.06496684713643033
681,296125,0,0.012878996721252962
682,232201,0,0.035244679213825736
683,300637,0,0.049323955397004064
684,389653,0,0.04121201397436777
685,249861,0,0.0377782919312736
686,229532,0,0.03036162285441666
687,416472,0,0.16862314157987673
688,176742,0,0.08079222615113127
689,389987,0,0.13453118941173534
690,370514,0,0.22523862066281197
691,432508,0,0.0627771259140155
692,411003,0,0.15656550563318283
693,155058,0,0.02248953171413532
694,403397,0,0.033161457150232006
695,382176,0,0.30098311766962604
696,344641,0,0.04159168643732072
697,223479,0,0.07998916337202709
698,385459,0,0.14918513749266762
699,163035,0,0.09576239605756709
700,322823,0,0.0737517433743996
701,219219,0,0.025330993934327594
702,157463,0,0.050747330082751535
703,173295,0,0.025681565370045102
704,448098,0,0.02305060125960239
705,430972,0,0.01854670793252125
706,283861,0,0.03368909105843029
707,350994,0,0.08656303465542298
708,268862,0,0.06479596813015594
709,258436,0,0.09180531962235704
710,115813,0,0.02566774530244414
711,182967,0,0.018651247971515097
712,243986,0,0.3125872830565269
713,348557,0,0.1477112643735509
714,259549,0,0.10003849685739871
715,189037,0,0.18319266732935063
716,432860,0,0.021058341273971118
717,157024,0,0.008858824152132011
718,166278,0,0.09544512742127516
719,100225,0,0.01962824383076068
720,303042,0,0.036606252218423
721,326237,0,0.06551992257518553
722,351744,0,0.03937929466947446
723,277808,0,0.07279132016016786
724,194519,0,0.09117564150811028
725,298884,0,0.10588338299237052
726,269734,0,0.018947844754727133
727,344741,0,0.014298519890931163
728,106071,0,0.013473749020706855
729,326691,0,0.1714537556411348
730,285641,0,0.0320720663320771
731,135352,0,0.008590202246786471
732,289354,0,0.22587313818460353
733,367068,0,0.06476500726457508
734,371124,0,0.14103461403193748
735,125550,0,0.03526971010547098
736,215073,0,0.023265842959617058
737,353276,0,0.029397823995509702
738,301419,0,0.19580845316574486
739,287214,0,0.08120747875564766
740,387978,0,0.13632436223587407
741,245504,0,0.00954684590014217
742,226777,0,0.026262848825579208
743,199283,0,0.03577967556744674
744,149322,0,0.0552542412302988
745,261085,0,0.14633817699911067
746,453028,0,0.20417404848618817
747,316821,0,0.0544053492464454
748,402913,0,0.012477113480425413
749,207760,0,0.020076948867145266
750,365885,0,0.07998952073889676
751,275755,0,0.14276539009995223
752,108849,0,0.12366643311124016
753,424920,0,0.08661142391400703
754,141876,0,0.05085246280618621
755,199679,0,0.048402129492882855
756,152312,0,0.42602392164508623
757,248213,0,0.1894654538837059
758,235823,0,0.14227817631099496
759,411937,0,0.1503993211301383
760,212446,0,0.053716473062391884
761,286578,0,0.0374132476523085
762,204169,0,0.08541041842788298
763,446732,0,0.025800415723005385
764,222327,0,0.35910155336232186
765,298007,0,0.06982049087009908
766,426754,0,0.05873852624107677
767,282547,0,0.49746458646696695
768,437465,0,0.08582932257940598
769,219201,0,0.021538773305577345
770,417850,0,0.029254958773425856
771,446291,0,0.18161065917580174
772,186978,0,0.021941315814533634
773,370283,0,0.05111572103786186
774,138766,0,0.06867100668959408
775,344227,0,0.04217343582278697
776,383142,0,0.03445096411592643
777,165276,0,0.028539394935972743
778,257830,0,0.14489241340880116
779,427902,0,0.0482985883419717
780,101376,0,0.07070763399053803
781,154491,0,0.0312028636229174
782,398517,0,0.04002877585947204
783,442031,0,0.033049041742498154
784,366549,0,0.018388872451816075
785,347766,0,0.05662813516121562
786,124985,0,0.03225585708547656
787,130131,0,0.08123313250791425
788,169845,0,0.14116333750688306
789,167611,0,0.07570362850503805
790,230297,0,0.05063069581290809
791,144148,0,0.11707276839737032
792,137706,0,0.3094699590222153
793,274680,0,0.01956377958369209
794,325342,0,0.04386180962096492
795,270972,0,0.022178807619580587
796,328994,0,0.02022990133160643
797,359180,0,0.08318814395094636
798,325139,0,0.14276294409119394
799,265693,0,0.01652785228182862
800,211114,0,0.05454489715515936
801,245134,0,0.08739978769660217
802,208766,0,0.015386490321487412
803,256742,0,0.10543785586994346
804,243658,0,0.033089087168840695
805,220464,0,0.1498372599245209
806,257415,0,0.04617247555988062
807,186789,0,0.02456258966649446
808,309662,0,0.014141920111455144
809,451215,0,0.021294488086238253
810,265903,0,0.30275564572905644
811,334592,0,0.051561156390541374
812,403732,0,0.0729093130346352
813,452957,0,0.15481646487592815
814,114499,0,0.06773329973455507
815,182170,0,0.036224851524371895
816,153518,0,0.034918988168878805
817,368827,0,0.09953874527945601
818,266553,0,0.04178891422019282
819,266667,0,0.07422536111391638
820,169999,0,0.18340455029359687
821,403469,0,0.03615212390691562
822,435266,0,0.2914457638880305
823,312641,0,0.07485047318459694
824,110692,0,0.08194706781574737
825,223789,0,0.19481223728637553
826,197270,0,0.021812201071216297
827,249468,0,0.09924708511627085
828,362528,0,0.05828862713985334
829,196734,0,0.15301055759419926
830,252389,0,0.153147864296999
831,228638,0,0.06618414486417662
832,378999,0,0.032451150543072946
833,102586,0,0.2419682531513671
834,256247,0,0.17975740557678507
835,424924,0,0.05201454347610399
836,202791,0,0.07175903413025314
837,287744,0,0.030069123645254048
838,202968,0,0.018555513454948325
839,197049,0,0.3737643220175889
840,262016,0,0.08051910104199056
841,214949,0,0.2885413437995651
842,325456,0,0.19412430731940164
843,308092,0,0.07993704166776452
844,307871,0,0.050753495236629295
845,351242,0,0.10266250423887492
846,429785,0,0.08028240599255985
847,410011,0,0.05404378481965472
848,179731,0,0.01950340846563004
849,337839,0,0.02162953342231551
850,428136,0,0.007712007508261825
851,288594,0,0.2771462865723167
852,437874,0,0.014179532743764402
853,290591,0,0.041895054304854074
854,296683,0,0.047350637276617064
855,379708,0,0.25264881097710984
856,387164,0,0.10755127545483172
857,416548,0,0.024204033316106703
858,305014,0,0.11568059040372715
859,117644,0,0.03158653946237495
860,426224,0,0.060692054803792056
861,218387,0,0.02144729531250273
862,104495,0,0.014603200234096825
863,167246,0,0.029870347634023037
864,316888,0,0.05142866189143819
865,123347,0,0.04634208963707574
866,157549,0,0.026622064791184185
867,367197,0,0.07585421337186307
868,249061,0,0.04321585464496047
869,198255,0,0.09176466640901655
870,100490,0,0.15966563692197552
871,252365,0,0.18530087933178738
872,432255,0,0.018853853379402676
